prestamo_id,cliente_id,sucursal_id,producto_id,oficial_id,numero_contrato,fecha_otorgamiento,fecha_vencimiento,monto_original,saldo_capital_vigente,tasa_interes_nominal_anual,tasa_interes_efectiva_anual,plazo_meses,tipo_credito,moneda,frecuencia_pago,cuota_programada,numero_cuotas_total,numero_cuotas_pagadas,numero_cuotas_pendientes,estado,dias_mora,clasificacion_riesgo_sbs,garantia_tipo,garantia_valor,proposito_credito,canal_desembolso,fecha_primer_pago_programado,fecha_ultimo_pago_real
5184,2473,3,4,37,CONT-00005184,25-01-2021,19/07/2022,11594.72,0.0,37.77,45.0456,18,Microempresa,PEN,Mensual,853.58,18,18,0,Cancelado,0,Normal,Sin Garantía,0.0,Expansión de Negocio,  Agencia,2021-02-24,2022/07/19
5185,3204,13,5,50,CONT-00005185,2024/04/05,31-12-2024,1028.51,0.0,37.64,44.8629,9,Consumo,PEN,Mensual,132.94,9,9,0,Vigente,0,Normal,Aval,0.0,Atención Médica,Transferencia Bancaria,2024/05/05,31-12-2024
5186,4071,24,1,18,CONT-00005186,2022-02-02,2026-07-11,28581.12,14106.37,27.1,30.7328,54,Personal,PEN,Mensual,921.31,54,35,19,Vigente,0,Normal,Carta Fianza,0.0,Emergencia Médica,Cheque de Gerencia,2022/03/04,18-12-2024
5187,2801,14,2,54,CONT-00005187,2020-09-03,2040/11/17,388394.72,360445.12,11.0,11.5719,246,Hipotecario,PEN,Mensual,3982.23,246,52,194,Vigente,0,Normal,Bien Inmueble,565432.3,Compra de Vivienda,Agencia,2020/10/03,2024/12/11
5188,3369,22,4,7,CONT-00005188,2022-11-11,2024/10/31,3647.33,997.77,36.66,43.4924,24,Microempresa,PEN,Mensual,216.64,24,24,0,Moroso,48,CPP,Aval,0.0,Adquisición de Activo Fijo,Transferencia Bancaria,2022/12/11,31/10/2024
5189,526,7,8,53,CONT-00005189,2020-04-08,2021-01-03,3807.57,0.0,29.95,34.4233,9,Microempresa,PEN,Mensual,477.59,9,9,0,Cancelado,0,Normal,Aval,0.0,Compra de Inventario,Transferencia Bancaria,2020/05/08,2021-01-03
5190,4863,9,5,29,CONT-00005190,2024/02/04,2024/05/04,1654.08,0.0,33.85,39.6283,3,Consumo,s/.,Mensual,582.75,3,3,0,Cancelado,0,Normal,Aval,0.0,Electrodomésticos,Agencia,2024/03/05,2024-05-04
5191,1225,20,4,42,CONT-00005191,2021/05/16,25-04-2025,27507.06,4710.88,48.0,60.1032,48,MiCrOeMpReSa  ,PEN,Mensual,1297.8,48,44,4,Vigente,0,Normal,Carta Fianza,0.0,Expansión de Negocio,Cheque de Gerencia,15/06/2021,26-12-2024
5192,4574,23,4,60,CONT-00005192,2020/09/01,2022/08/22,54642.57,0.0,25.25,28.3872,24,Microempresa,PEN,Mensual,2923.22,24,24,0,Cancelado,0,Normal,Carta Fianza,0.0,Capital de Trabajo,Transferencia Bancaria,2020/10/01,2022/08/22
5193,1394,23,4,56,CONT-00005193,2021/04/12,2022-04-07,5705.07,1672.29,35.11,41.349,12,Microempresa,PEN,Mensual,570.61,12,12,0,Moroso,131,CPP,Aval,0.0,Capital de Trabajo,TrAnSfErEnCiA BaNcArIa,2021/05/12,2022-04-07
5194,4616,24,8,2,CONT-00005194,2022/11/04,28-01-2024,11299.34,0.0,17.49,18.9624,15,Microempresa,s/.,Mensual,844.09,15,15,0,Cancelado,0,Normal,Aval,0.0,Compra de Inventario,Agencia,2022/12/04,28/01/2024
5195,3649,24,3,18,CONT-00005195,2023/12/09,2029/11/07,69672.68,61890.7,14.84,15.8922,72,Vehicular,PEN,Mensual,1467.18,72,12,60,Vigente,0,Normal,Prenda Vehicular,118089.85,Vehículo Usado,ChEqUe dE GeReNcIa ,2024-01-08,2024-12-03
5196,1222,15,1,32,CONT-00005196,2023/01/01,2026/12/11,8818.78,5895.05,35.58,41.9958,48,Personal,PEN,Mensual,346.78,48,24,24,Vigente,0,CPP,Aval,0.0,,Transferencia Bancaria,31/01/2023,2024/12/21
5197,3796,19,1,16,CONT-00005197,2021/01/09,2021-07-08,7870.28,0.0,28.9,33.0527,6,Personal,s/.,Mensual,1424.47,6,6,0,Cancelado,0,Normal,,0.0,Gastos de Estudios,Transferencia Bancaria,2021-02-08,2021/07/08
5198,342,15,3,32,CONT-00005198,2021-10-04,2026-03-12,80213.37,28069.13,15.43,16.5694,54,Vehicular,PEN,Mensual,2069.5,54,39,15,Vigente,0,Normal,Bien Inmueble,161305.38,Vehículo Nuevo,Cheque de Gerencia,2021/11/03,17/12/2024
5199,4046,23,4,60,CONT-00005199,26/11/2020,2022/11/16,2981.06,0.0,34.72,40.8143,24,Microempresa,PEN,Mensual,174.01,24,24,0,Cancelado,0,Normal,Aval,0.0,Expansión de Negocio,Transferencia Bancaria,2020/12/26,16/11/2022
5200,579,22,1,57,CONT-00005200,2020/08/04,2021-01-31,1181.29,0.0,36.0,42.5761,6,Personal,PEN,Mensual,218.06,6,6,0,Cancelado,0,Normal,Carta Fianza,0.0,Mejoras del Hogar,Cheque de Gerencia,2020-09-03,2021-01-31
5201,2229,10,1,12,CONT-00005201,17/03/2023,2025/09/02,24990.03,9348.91,27.54,31.2964,30,Personal,PEN,MENSUAL,1161.57,30,21,9,Refinanciado,29,Deficiente,Carta Fianza,0.0,Mejoras del Hogar,Transferencia Bancaria,2023/04/16,2024/12/06
5202,4482,23,4,56,CONT-00005202,2020-03-30,2023/09/11,11472.42,0.0,23.67,26.4145,42,Microempresa,PEN,Mensual,404.28,42,42,0,Cancelado,0,Normal,Sin Garantía,0.0,Expansión de Negocio,Transferencia Bancaria,2020-04-29,2023-09-11
5203,1381,14,2,54,CONT-00005203,2021-10-05,2030/02/20,447040.8,347438.3,9.01,9.3915,102,Hipotecario,PEN,Mensual,6288.83,102,39,63,Moroso,202,Dudoso,Bien Inmueble,831954.04,Refinanciamiento Hipotecario,Cheque de Gerencia,2021-11-04,2024/12/18
5204,3857,11,1,17,CONT-00005204,2024/09/19,2028/03/02,21566.59,20965.2,26.95,30.5411,42,Personal,PEN,Mensual,798.53,42,44,39,Moroso,159,Deficiente,Carta Fianza,0.0,Gastos de Estudios,Agencia,2024-10-19,2024-12-18
5205,2515,9,4,31,CONT-00005205,2024/08/17,2026/08/07,15487.55,13628.02,37.31,44.4,24,Microempresa,PEN,Mensual,925.29,24,4,20,Vigente,0,Normal,Aval,0.0,Compra de Inventario,Agencia  ,16/09/2024,2024/12/15
5206,165,19,1,38,CONT-00005206,2023-12-10,2024/12/04,2096.53,0.0,30.05,34.5545,12,Personal,PEN,Mensual,204.44,12,12,0,cancelado,0,Normal,Sin Garantía,0.0,Emergencia Médica,Transferencia Bancaria,2024/01/09,2024/12/04
5207,4916,18,3,58,CONT-00005207,2020/10/05,2026-09-04,33029.41,18736.15,16.4,17.6907,72,Vehicular,PEN,Mensual,723.76,72,51,21,Moroso,349,CPP,Prenda Vehicular,55423.96,Vehículo Usado,Cheque de Gerencia,2020/11/04,2024/12/13
5208,4019,14,5,28,CONT-00005208,2020-12-11,2021/03/11,1982.78,0.0,35.56,41.9682,3,Consumo,PEN,Mensual,700.48,3,3,0,Cancelado,0,Normal,Sin Garantía,0.0,Electrodomésticos,Transferencia Bancaria,2021-01-10,2021/03/11
5209,3455,24,5,2,CONT-00005209,2024/04/26,2024-07-25,1299.89,458.96,27.62,31.3991,3,Consumo,PEN,Mensual,453.39,3,3,0,Moroso,359,CPP,Aval,0.0,Vestimenta y Calzado,Cheque de Gerencia,2024-05-26,2024/07/25
5210,863,4,5,19,CONT-00005210,2021/08/11,2023/10/30,13325.29,0.0,31.6,36.6033,27,Consumo,PEN,Mensual,695.8,27,27,0,Cancelado,0,Normal,Aval,0.0,Vestimenta y Calzado,transferencia bancaria ,2021/09/10,2023/10/30
5211,4157,13,2,46,CONT-00005211,2020/12/12,16/10/2031,202737.52,150445.46,9.46,9.8811,132,Hipotecario,PEN,Mensual,2476.7,132,49,83,Vigente,0,CPP,Prenda Vehicular,283512.45,Refinanciamiento Hipotecario,Cheque de Gerencia,2021-01-11,2024-12-21
5212,2996,18,2,58,CONT-00005212,24/07/2022,2032/01/06,141662.35,118474.23,9.41,9.8266,120,Hipotecario,PEN,Mensual,1826.1,120,29,91,Vigente,0,Normal,Bien Inmueble,230339.01,Compra de Vivienda,Transferencia Bancaria,23-08-2022,2024-12-10
5213,707,21,1,59,CONT-00005213,2023-04-23,2028-03-27,44112.55,36503.09,33.93,39.737,60,Personal,PEN,Mensual,1535.48,60,20,40,Vigente,0,Normal,Carta Fianza,0.0,Mejoras del Hogar,Agencia,2023-05-23,13-12-2024
5214,4831,9,8,31,CONT-00005214,2021/07/11,2022/04/07,4851.55,0.0,30.0,34.4889,9,Microempresa,PEN,Mensual,608.66,9,9,0,Cancelado,0,Normal,Aval,0.0,Expansión de Negocio,Transferencia Bancaria,2021-08-10,2022/04/07
5215,2780,17,8,15,CONT-00005215,2020/04/11,2021-01-06,1270.25,0.0,20.75,22.8417,9,Microempresa,PEN,mensual,153.62,9,9,0,Castigado,6,Pérdida,Aval,0.0,Adquisición de Activo Fijo,Transferencia Bancaria,2020-05-11,2021/01/06
5216,3549,19,1,38,CONT-00005216,23/07/2023,2028/06/26,30416.47,25800.67,30.48,35.12,60,Personal,PEN,Mensual,993.06,60,17,43,Vigente,0,Normal,Sin Garantía,0.0,  ViaJe / tUriSmo,Cheque de Gerencia,22-08-2023,14/12/2024
5217,911,16,3,23,CONT-00005217,30/03/2021,2026-04-03,59763.27,19783.16,16.47,17.772,60,Vehicular,PEN,Mensual,1468.29,60,45,15,Vigente,0,Normal,Prenda Vehicular,98747.23,Vehículo Comercial,Agencia,2021/04/29,2024/12/09
5218,4606,22,4,7,CONT-00005218,16-11-2022,2025/05/04,6790.13,1563.15,34.24,40.1588,30,Microempresa,PEN,Mensual,339.89,30,25,5,Vigente,0,Cpp,Sin Garantía,0.0,Capital de Trabajo,Agencia,2022-12-16,2024-12-05
5219,1815,8,5,3,CONT-00005219,2022-07-14,2024/04/04,1145.74,0.0,26.0,29.3334,21,Consumo,PEN,Mensual,68.49,21,21,0,Cancelado,0,Normal,Carta Fianza,0.0,Atención Médica,Transferencia Bancaria,2022/08/13,2024-04-04
5220,4058,20,1,44,CONT-00005220,2020-03-01,2021-02-24,3626.76,0.0,27.32,31.0143,12,Personal,PEN,Mensual,348.8,12,12,0,Cancelado,0,Normal,Aval,0.0,Viaje / Turismo,Agencia,31/03/2020,2021-02-24
5221,1842,4,4,19,CONT-00005221,2023-02-22,21/08/2023,2122.01,0.0,33.21,38.7617,6,Microempresa,PEN,Mensual,388.7,6,6,0,Cancelado,0,Normal,Aval,0.0,Compra de Inventario,Transferencia Bancaria,2023/03/24,2023/08/21
5222,2063,20,4,20,CONT-00005222,2023/06/13,28-05-2026,3313.59,1960.07,24.94,27.9979,36,Microempresa,PEN,Mensual,131.64,36,18,18,Vigente,0,Normal,Sin Garantía,0.0,Capital de Trabajo,Agencia,2023-07-13,2024/12/04
5223,3177,24,4,18,CONT-00005223,2020-02-20,2023-02-04,11304.53,0.0,40.08,48.3274,36,MicRoeMprEsa,PEN,Mensual,544.39,36,36,0,Cancelado,0,Normal,Sin Garantía,0.0,Adquisición de Activo Fijo,Transferencia Bancaria,21/03/2020,2023/02/04
5224,4627,10,8,12,CONT-00005224,2020-06-04,2020-09-02,1710.06,0.0,28.32,32.3011,3,Microempresa,PEN,Mensual,597.13,3,3,0,Cancelado,0,Normal,Carta Fianza,0.0,Adquisición de Activo Fijo,Cheque de Gerencia,2020/07/04,2020/09/02
5225,32,12,4,1,CONT-00005225,2023-05-01,22/10/2024,3529.64,0.0,27.1,30.7328,18,Microempresa,PEN,Mensual,240.82,18,18,0,Cancelado,0,Normal,Carta Fianza,0.0,Compra de Inventario,Transferencia Bancaria,31-05-2023,2024-10-22
5226,959,17,6,15,CONT-00005226,2020-04-02,2026-08-29,4599.78,1875.32,20.42,22.4438,78,Personal,PEN,Mensual,106.96,78,57,21,Vigente,0,Normal,Carta Fianza,0.0,,Agencia,2020-05-02,2024-12-07
5227,2006,1,1,8,CONT-00005227,14-09-2023,2025/09/03,24831.24,10518.46,20.63,22.6969,24,Personal,PEN,Mensual,1271.46,24,15,9,Vigente,0,CPP,Aval,0.0,Mejoras del Hogar,Agencia,2023-10-14,2024-12-07
5228,2887,8,4,5,CONT-00005228,25/10/2020,2023-04-13,8087.18,2229.65,33.93,39.737,30,Microempresa,PEN,Mensual,403.46,30,30,0,Moroso,247,CPP,Sin Garantía,0.0,Adquisición de Activo Fijo,Cheque de Gerencia,24-11-2020,2023/04/13
5229,901,23,1,60,CONT-00005229,2024/03/09,2026/08/26,12566.77,9720.19,30.1,34.6201,30,Personal,PEN,Mensual,601.08,30,9,21,Vigente,0,CPP,Carta Fianza,0.0,Viaje / Turismo,Agencia,2024-04-08,2024/12/04
5230,3126,13,1,46,CONT-00005230,2021/11/07,2025/10/17,5986.26,3131.41,28.46,32.4821,48,Personal,PEN,Mensual,210.21,48,55,10,Moroso,212,Pérdida,Carta Fianza,0.0,Emergencia Médica,Cheque de Gerencia,2021/12/07,2024/12/21
5231,2535,15,6,32,CONT-00005231,2022/07/23,2029-06-16,10161.49,8974.62,21.19,23.3741,84,Personal,PEN,Mensual,232.99,84,29,55,Moroso,73,Dudoso,Carta Fianza,0.0,Gastos de Estudios,Cheque de Gerencia,2022/08/22,2024/12/09
5232,4898,11,8,17,CONT-00005232,2021/08/14,2022-05-11,4140.31,0.0,29.35,33.6385,9,Microempresa,PEN,Mensual,518.1,9,9,0,Cancelado,0,Normal ,Carta Fianza,0.0,Compra de Inventario,Agencia,2021/09/13,2022/05/11
5233,761,13,3,20,CONT-00005233,2022-10-05,2028/03/07,17876.05,12185.04,14.23,15.1958,66,Vehicular,PEN,Mensual,392.05,66,27,39,Vigente,0,Normal,Bien Mueble,23997.01,Maquinaria,Transferencia Bancaria,2022-11-04,23/12/2024
5234,1877,3,4,29,CONT-00005234,2024/08/01,28-01-2025,2315.26,421.67,44.29,54.4843,6,Microempresa,PEN,Mensual,437.23,6,5,1,Vigente,0,Normal,Aval,0.0,Expansión de Negocio,Agencia,31-08-2024,29-12-2024
5235,3343,6,1,41,CONT-00005235,2021-12-04,18-11-2024,7301.6,0.0,33.88,39.669,36,Personal,PEN,Mensual,325.68,36,36,0,Cancelado,0,Normal ,Sin Garantía,0.0,Gastos de Estudios,Cheque de Gerencia,2022-01-03,2024-11-18
5236,999,20,4,52,CONT-00005236,28/09/2022,2024-09-17,4466.79,0.0,37.71,44.9612,24,Microempresa,PEN,Mensual,267.82,24,24,0,Cancelado,0,Normal,Aval,0.0,Adquisición de Activo Fijo,Agencia,2022/10/28,2024-09-17
5237,3378,14,4,28,CONT-00005237,31/01/2022,15/01/2025,14417.16,632.43,34.83,40.9649,36,Microempresa,PEN,Mensual,650.79,36,35,1,Vigente,0,Normal,Aval,0.0,Expansión de Negocio,Agencia,2022/03/02,2024-12-16
5238,2821,23,1,37,CONT-00005238,2021/02/05,2026/01/10,17484.65,9013.15,21.23,23.4226,60,Personal,PEN,Mensual,475.28,60,47,13,Moroso,199,Pérdida,Aval,0.0,Emergencia Médica,Transferencia Bancaria,2021/03/07,16-12-2024
5239,4087,8,8,5,CONT-00005239,29-02-2024,15-11-2026,24378.76,18644.81,24.89,27.9352,33,Microempresa,PEN,Mensual,1027.54,33,10,23,Vigente,0,Normal,Aval,0.0,Capital de Trabajo,Transferencia Bancaria ,2024-03-30,25-12-2024
5240,915,15,1,51,CONT-00005240,15/08/2023,2028/07/19,5255.79,4791.01,31.01,35.8201,60,Personal,PEN,Mensual,173.32,60,16,44,Moroso,146,Dudoso,Sin Garantía,0.0,Emergencia Médica,Transferencia Bancaria,14-09-2023,2024-12-07
5241,2143,2,1,36,CONT-00005241,2021/11/17,2023-11-07,22997.89,0.0,24.6,27.5722,24,Personal,PEN,Mensual,1222.82,24,24,0,CANCELADO,0,Normal,Carta Fianza,0.0,Emergencia Médica,Agencia,17/12/2021,2023-11-07
5242,1983,13,1,50,CONT-00005242,22/06/2022,2024/06/11,8560.33,0.0,32.83,38.2494,24,Personal,PEN,Mensual,491.19,24,24,0,Cancelado,0,normal,Sin Garantía,0.0,Viaje / Turismo,Agencia,22/07/2022,2024-06-11
5243,221,11,1,17,CONT-00005243,2021/04/12,2025-03-22,33261.5,3409.48,0.0,34.2005,48,Personal,PEN,Mensual,1193.36,48,45,3,Vigente,0,Normal,Sin Garantía,0.0, MEJORAS DEL HOGAR,Cheque de Gerencia,2021-05-12,2024-12-22
5244,3531,13,3,20,CONT-00005244,25/11/2023,29/10/2028,30163.47,25527.47,16.32,17.5978,60,Vehicular,PEN,Mensual,738.66,60,13,47,Vigente,0,Normal,Bien Mueble,53833.58,MaQuInArIa,Transferencia Bancaria,25/12/2023,19/12/2024
5245,4882,12,4,42,CONT-00005245,2024/07/01,2027-12-13,11046.72,10201.34,37.67,44.905,42,microempresa  ,PEN,Mensual,477.01,42,6,36,Vigente,0,CPP,Aval,0.0,Capital de Trabajo,Cheque de Gerencia ,31/07/2024,2024/12/28
5246,1146,8,1,3,CONT-00005246,2024-04-07,2029/03/12,17269.15,16282.91,34.33,40.2815,60,Personal,PEN,Mensual,605.5,60,8,52,Vigente,0,CPP,Carta Fianza,0.0,Gastos de Estudios,Transferencia Bancaria,2024/05/07,2024/12/03
5247,2307,14,4,54,CONT-00005247,13/12/2022,2024-12-02,19387.95,0.0,30.47,35.1069,24,Microempresa,PEN,Mensual,1088.73,24,24,0,Cancelado,0,Normal,Aval,0.0,Adquisición de Activo Fijo,Agencia,2023-01-12,2024/12/02
5248,4587,2,4,36,CONT-00005248,2023/05/27,2026/11/07,25816.21,17769.53,34.52,40.5409,42,Microempresa,PEN,Mensual,1066.82,42,19,23,Vigente,0,CPP,Sin Garantía,0.0,Capital de Trabajo,Agencia,2023/06/26,17-12-2024
5249,2770,19,5,38,CONT-00005249,22-03-2022,2022-06-20,2200.74,0.0,39.85,47.9976,3,Consumo,PEN,Mensual,782.83,3,3,0,Cancelado,0,Normal,Carta Fianza,0.0,Electrodomésticos,Agencia,2022-04-21,2022/06/20
5250,789,19,4,16,CONT-00005250,17/02/2022,31-07-2025,30506.85,9544.15,41.37,50.1896,42,Microempresa,PEN,Mensual,1385.41,42,34,8,Vigente,0,Normal,Carta Fianza,0.0,,Transferencia Bancaria,19-03-2022,2024-12-03
5251,3599,6,5,40,CONT-00005251,2024/08/10,2027-04-27,5416.26,4993.69,34.06,39.9137,33,Consumo,PEN,Mensual,254.98,33,4,29,Vigente,0,CPP,Carta Fianza,0.0,Vestimenta y Calzado,Transferencia Bancaria,2024-09-09,2024/12/08
5252,4713,11,6,17,CONT-00005252,25/08/2022,30-07-2027,23490.88,15387.79,20.37,22.3836,60,personal,PEN,Mensual,627.21,60,28,32,Vigente,0,Normal,Aval,0.0,Mejoras del Hogar,Agencia,2022/09/24,2024-12-12
5253,261,6,1,41,CONT-00005253,2022-05-02,24-10-2023,1276.88,0.0,19.74,21.6276,18,Personal,PEN,Mensual,82.54,18,18,0,Cancelado,0,Normal,Carta Fianza,0.0,Viaje / Turismo,Cheque de Gerencia,2022-06-01,2023-10-24
5254,4917,22,1,57,CONT-00005254,23-06-2023,2025-12-09,15436.89,9327.91,21.18,23.362,30,Personal,PEN,Mensual,667.18,30,18,12,Moroso,217,CPP,Carta Fianza,0.0,Gastos de Estudios,Agencia,2023-07-23,2024-12-14
5255,1495,10,1,9,CONT-00005255,2023-06-30,21/12/2024,14251.84,3812.61,25.7,28.9541,18,Personal,PEN,Mensual,962.51,18,18,0,Moroso,288,Deficiente,Sin Garantía,0.0, Mejoras del Hogar,Agencia,2023/07/30,2024/12/21
5256,989,3,3,54,CONT-00005256,2020-02-12,2021/08/05,26076.61,0.0,16.99,18.3775,18,Vehicular,PEN,Mensual,1651.31,18,18,0,Cancelado,0,Normal,Bien Mueble,46577.22,Vehículo Usado,Cheque de Gerencia,13-03-2020,2021/08/05
5257,947,14,4,54,CONT-00005257,2020/09/15,2021/09/10,4490.48,0.0,44.41,54.6632,12,Microempresa,PEN,Mensual,470.2,12,12,0,Cancelado,0,Normal,Sin Garantía,0.0,Capital de Trabajo,Transferencia Bancaria,2020/10/15,2021-09-10
5258,4561,6,8,41,CONT-00005258,2023/05/12,2026/01/26,16803.23,8554.59,25.34,28.5004,33,Microempresa,PEN,Mensual,712.19,33,19,14,Vigente ,0,Normal,Carta Fianza,0.0,Adquisición de Activo Fijo,Cheque de Gerencia,2023-06-11,2024-12-02
5259,1129,9,1,34,CONT-00005259,2023/10/10,19/09/2027,-24955.97,20294.69,28.43,32.4433,48,Personal,PEN,Mensual,875.92,48,14,34,Vigente,0,Normal,Carta Fianza,0.0,Viaje / Turismo,Agencia,2023/11/09,2024/12/03
5260,1785,4,8,45,CONT-00005260,2023/05/20,2023-08-18,3464.23,0.0,21.98,24.3352,3,Microempresa,PEN,Mensual,1197.3,3,3,0,Cancelado,0,Normal,Carta Fianza,0.0,Expansión de Negocio,Agencia,2023/06/19,2023-08-18
5261,4397,4,1,19,CONT-00005261,2022-02-24,2024/02/14,7497.93,0.0,34.8,40.9238,24,Personal,PEN,Mensual,437.98,24,24,0,Cancelado,0,Normal,Carta Fianza,0.0,Viaje / Turismo,Cheque de Gerencia,26/03/2022,14/02/2024
5262,987,21,5,59,CONT-00005262,2022-09-13,2022/12/12,1198.29,0.0,40.81,49.3786,3,Consumo,PEN,Mensual,426.9,3,3,0,Cancelado,0,Normal,Aval,0.0,Electrodomésticos,Cheque de Gerencia,2022-10-13,2022-12-12
5263,3865,5,4,55,CONT-00005263,2024-08-02,19/01/2027,19877.86,17468.24,28.93,33.0916,30,Microempresa,PEN,Mensual,938.46,30,5,25,Vigente,0,Normal,Carta Fianza,0.0,Adquisición de Activo Fijo,  Transferencia Bancaria,2024-09-01,2024/12/30
5264,1024,14,1,54,CONT-00005264,26/03/2022,21-03-2023,1380.56,0.0,31.56,36.5501,12,Personal,PEN,Mensual,135.65,12,12,0,Cancelado,0,Normal,Sin Garantía,0.0,Libre Disponibilidad,Transferencia Bancaria,25/04/2022,21/03/2023
5265,2874,1,1,8,CONT-00005265,2020-11-07,2022/05/01,11785.46,0.0,31.12,35.9658,18,Personal,PEN,Mensual,827.72,18,18,0,Cancelado,0,Normal,Aval,0.0,Viaje / Turismo,Cheque de Gerencia,2020/12/07,2022-05-01
5266,1782,15,1,32,CONT-00005266,28/07/2020,24-01-2021,3202.37,0.0,33.1,38.6132,6,Personal,PEN,Mensual,586.42,6,6,0,Cancelado,0,Normal,Sin Garantía,0.0,Gastos de Estudios,Transferencia Bancaria,2020/08/27,24-01-2021
5267,2199,17,6,52,CONT-00005267,2022-11-30,2027/05/08,11867.72,7894.54,24.0,26.8242,54,Personal,Soles,Mensual,361.4,54,25,29,Vigente,0,CPP,Carta Fianza,0.0,Mejoras del Hogar,Agencia,30/12/2022,2024/12/19
5268,919,8,1,3,CONT-00005268,2023-09-06,27-02-2025,2263.71,900.01,34.69,40.7733,18,Personal,PEN,Mensual,163.08,18,16,2,Moroso,244,CPP,Sin Garantía,0.0,Emergencia Médica,Cheque de Gerencia,2023/10/06,2024-12-29
5269,301,9,1,24,CONT-00005269,28/01/2021,22/07/2022,10382.05,2730.84,-5.0,29.8407,18,Personal,PEN,Mensual,704.74,18,18,0,Moroso,255,Dudoso,Carta Fianza,0.0,Mejoras del Hogar,Agencia,2021-02-27,2022-07-22
5270,1805,13,4,20,CONT-00005270,2022/01/01,2023/06/25,25311.48,0.0,36.04,42.6315,18,Microempresa,PEN,Mensual,1840.88,18,18,0,Cancelado,0,Normal,Carta Fianza,0.0,Expansión de Negocio,Agencia,2022-01-31,25-06-2023
5271,2320,10,8,9,CONT-00005271,2024-09-01,2026-11-20,26086.01,23070.41,24.84,27.8726,27,Microempresa,s/.,MENSUAL,1270.87,27,4,23,Vigente,0,CPP,Sin Garantía,0.0,Capital de Trabajo,Transferencia Bancaria,2024-10-01,2024/12/30
5272,3031,14,4,54,CONT-00005272,2022-03-09,2024/08/25,12651.9,0.0,36.92,43.8548,30,Microempresa,PEN,Mensual,651.9,30,30,0,Cancelado,0,Normal,Carta Fianza,0.0,Compra de Inventario,Transferencia Bancaria,2022/04/08,2024-08-25
5273,1428,2,5,36,CONT-00005273,2020-08-15,2021/11/08,9682.02,2218.99,27.32,31.0143,15,Consumo,PEN,Mensual,769.19,15,15,0,Moroso,249,Deficiente,Aval,0.0,Vestimenta y Calzado,Cheque de Gerencia,2020-09-14,2021/11/08
5274,1633,13,8,50,CONT-00005274,2024-05-27,2025-08-20,3556.16,2026.01,23.74,26.5013,15,Microempresa,PEN,Mensual,276.31,15,7,8,Vigente,0,Normal,Sin Garantía,0.0,Compra de Inventario,Transferencia Bancaria,26/06/2024,23/12/2024
5275,1061,23,4,56,CONT-00005275,2021-01-09,2021-07-08,4154.05,1475.6,26.64,30.1459,6,Microempresa,PEN,MENSUAL,747.12,6,6,0,Moroso,183,Deficiente,Carta Fianza,0.0,Adquisición de Activo Fijo,Transferencia Bancaria,2021/02/08,2021/07/08
5276,1917,19,5,16,CONT-00005276,2022-08-16,2023-11-09,3762.84,0.0,31.28,36.178,15,Consumo,PEN,Mensual,306.3,15,15,0,Cancelado ,0,NORMAL,Sin Garantía,0.0,Electrodomésticos,Agencia,2022-09-15,2023/11/09
5277,821,10,1,12,CONT-00005277,2022/11/13,2026/04/26,13110.89,8849.92,36.0,42.5761,42,Personal,PEN,Mensual,553.17,42,25,17,Moroso,298,Pérdida,Sin Garantía,0.0,Emergencia Médica,Agencia,13/12/2022,2024-12-02
5278,4690,1,5,8,CONT-00005278,2021-08-12,2021/11/10,985.66,0.0,33.23,38.7887,3,Consumo,PEN,Mensual,346.92,3,3,0,Castigado,9,Pérdida,Carta Fianza,0.0,  Electrodomésticos,Transferencia Bancaria,2021/09/11,2021-11-10
5279,1897,7,5,4,CONT-00005279,2020/10/02,2022/06/24,6703.82,0.0,35.04,41.2529,21,Consumo,PEN,Mensual,431.54,21,21,0,Cancelado,0,Normal,Sin Garantía,0.0,Muebles y Enseres,Cheque de Gerencia,2020-11-01,2022-06-24
5280,2887,8,5,6,CONT-00005280,19/03/2020,14-12-2020,2242.7,562.12,28.07,31.9783,9,Consumo,PEN,Mensual,279.23,9,9,0,Moroso,320,Deficiente,Sin Garantía,0.0,Electrodomésticos,Agencia,2020/04/18,14/12/2020
5281,4742,3,6,55,CONT-00005281,2022/01/08,2028/12/02,28700.31,19921.27,15.1,16.1901,84,Personal,PEN,Mensual,555.43,84,36,48,Vigente,0,Normal,Carta Fianza,0.0,Gastos de Estudios,Transferencia Bancaria,2022/02/07,23-12-2024
5282,3441,24,3,18,CONT-00005282,2024-06-29,2025-06-24,10651.71,5512.03,14.07,15.0138,12,Vehicular,PEN,Mensual,956.74,12,6,6,Vigente,0,Normal,Bien Inmueble,12546.82,Vehículo Comercial,Transferencia Bancaria,2024/07/29,26/12/2024
5283,4252,16,1,35,CONT-00005283,2020/04/20,2024-09-26,17293.55,0.0,28.02,31.9138,54,Personal,PEN,Mensual,566.77,54,54,0,Cancelado,0,Normal,Sin Garantía,0.0,Gastos de Estudios,Cheque de Gerencia,2020/05/20,26-09-2024
5284,3710,1,8,8,CONT-00005284,2024-05-06,21/01/2027,15050.02,12548.5,21.45,23.6897,33,Microempresa,PEN,Mensual,607.67,33,7,26,Vigente,0,Normal,Aval,0.0,Expansión de Negocio,Transferencia Bancaria,2024-06-05,2024-12-02
