pago_id,prestamo_id,numero_cuota,fecha_vencimiento_cuota,fecha_pago,monto_cuota_programada,monto_capital_programado,monto_interes_programado,monto_pagado_total,monto_capital_pagado,monto_interes_pagado,monto_mora_pagado,saldo_capital_despues_pago,dias_retraso,estado_pago,canal_pago,referencia_pago
111874,5357,20,2023-06-12,2023-06-13,532.32,334.42,197.9,532.32,334.42,197.9,0.0,11913.28,1,Con Gracia,App Móvil,REF0000111874
111875,5357,21,2023-07-12,2023-07-12,532.32,339.82,192.5,532.32,339.82,192.5,0.0,11573.46,0,puntual,Débito Automático,REF0000111875
111876,5357,22,2023-08-11,2023-08-11,532.32,345.31,187.01,532.32,345.31,187.01,0.0,11228.15,0,Puntual,Web Banca,REF0000111876
111877,5357,23,2023-09-10,2023-09-16,532.32,350.89,181.43,532.32,350.89,181.43,0.0,10877.26,6,Con Gracia,Débito Automático,REF0000111877
111878,5357,24,2023-10-10,2024-03-01,532.32,356.56,175.76,570.38,356.56,175.76,38.06,10520.7,143,Muy Tardío,Transferencia Interbancaria,REF0000111878
111879,5357,25,2023-11-09,2023-11-09,532.32,362.32,170.0,532.32,362.32,170.0,0.0,10158.38,0,Puntual,Transferencia Interbancaria,REF0000111879
111880,5357,26,2023-12-09,2023-12-09,532.32,368.18,164.14,532.32,368.18,164.14,0.0,9790.2,0,Puntual,Agente Bancario,REF0000111880
111881,5357,27,2024-01-08,2024-01-13,532.32,374.13,158.19,532.32,374.13,158.19,0.0,9416.07,5,Con Gracia,Transferencia Interbancaria,REF0000111881
111882,5357,28,2024-02-07,2024-02-10,532.32,380.17,152.15,532.32,380.17,152.15,0.0,9035.9,3,Con Gracia,App Móvil,REF0000111882
111883,5357,29,2024-03-08,2024-03-08,532.32,386.31,146.01,532.32,386.31,146.01,0.0,8649.59,0,Puntual,App Móvil,REF0000111883
111884,5357,30,2024-04-07,2024-04-07,532.32,392.56,139.76,532.32,392.56,139.76,0.0,8257.03,0,Puntual,Agencia,REF0000111884
111885,5357,31,2024-05-07,2024-05-07,532.32,398.9,133.42,532.32,398.9,133.42,0.0,7858.13,0,Puntual,Web Banca,REF0000111885
111886,5357,32,2024-06-06,2024-06-06,532.32,405.35,126.97,532.32,405.35,126.97,0.0,7452.78,0,Puntual,Agencia,REF0000111886
111887,5357,33,2024-07-06,2024-11-02,532.32,411.9,120.42,563.99,411.9,120.42,31.67,7040.88,119,Muy Tardío,App Móvil,REF0000111887
111888,5357,34,2024-08-05,2024-08-05,532.32,418.55,113.77,532.32,418.55,113.77,0.0,6622.33,0,Puntual,App Móvil,REF0000111888
111889,5357,35,2024-09-04,2024-09-04,532.32,425.31,107.01,532.32,425.31,107.01,0.0,6197.02,0,Puntual,Agente Bancario,REF0000111889
111890,5357,36,2024-10-04,2024-10-04,532.32,432.19,100.13,532.32,432.19,100.13,0.0,5764.83,0,Puntual,App Móvil,REF0000111890
111891,5357,37,2024-11-03,2024-11-03,532.32,439.17,93.15,532.32,439.17,93.15,0.0,5325.66,0,Puntual,Transferencia Interbancaria,REF0000111891
111892,5357,38,2024-12-03,2024-12-03,532.32,446.27,86.05,532.32,446.27,86.05,0.0,4879.39,0,Puntual,Agencia,REF0000111892
111893,5358,1,2024-07-27,2024-07-27,302.66,265.44,37.22,302.66,265.44,37.22,0.0,1417.92,0,Puntual,Cajero ATM,REF0000111893
111894,5358,2,2024-08-26,2024-08-26,302.66,271.31,31.35,302.66,271.31,31.35,0.0,1146.61,0,Puntual,Web Banca,REF0000111894
111895,5358,3,2024-09-25,2024-09-25,302.66,277.31,25.35,302.66,277.31,25.35,0.0,869.3,0,Puntual,Agencia,REF0000111895
111896,5358,4,2024-10-25,2025-01-12,302.66,283.44,19.22,314.62,283.44,19.22,11.96,585.86,79,Muy Tardío,Transferencia Interbancaria,REF0000111896
111897,5358,5,2024-11-24,2024-11-24,302.66,289.71,12.95,302.66,289.71,12.95,0.0,296.15,0,Puntual,Cajero ATM,REF0000111897
111898,5358,6,2024-12-24,2024-12-24,302.66,296.15,6.51,302.66,296.15,6.51,0.0,0.0,0,Puntual,Cajero ATM,REF0000111898
111899,5359,1,2023-09-07,2023-09-07,643.22,424.52,218.7,643.22,424.52,218.7,0.0,5782.56,0,Puntual,Web Banca,REF0000111899
111900,5359,2,2023-10-07,2024-02-15,643.22,439.48,203.74,685.35,439.48,203.74,42.13,5343.08,131,Muy Tardío,Cajero ATM,REF0000111900
111901,5359,3,2023-11-06,2024-01-24,643.22,454.97,188.25,668.63,454.97,188.25,25.41,4888.11,79,Muy Tardío,Débito Automático,REF0000111901
111902,5359,4,2023-12-06,2023-12-06,643.22,471.0,172.22,643.22,471.0,172.22,0.0,4417.11,0,Puntual,Cajero ATM,REF0000111902
111903,5359,5,2024-01-05,2024-01-05,643.22,487.59,155.63,643.22,487.59,155.63,0.0,3929.52,0,Puntual,App Móvil,REF0000111903
111904,5359,6,2024-02-04,2024-02-04,643.22,504.77,138.45,643.22,504.77,138.45,0.0,3424.75,0,Puntual,Transferencia Interbancaria,REF0000111904
111905,5359,7,2024-03-05,2024-03-05,643.22,522.55,120.67,643.22,522.55,120.67,0.0,2902.2,0,Puntual,App Móvil,REF0000111905
111906,5359,8,2024-04-04,2024-04-04,643.22,540.97,102.25,643.22,540.97,102.25,0.0,2361.23,0,Puntual,Agente Bancario,REF0000111906
111907,5359,9,2024-05-04,2024-06-02,643.22,560.03,83.19,643.22,560.03,83.19,0.0,1801.2,29,Tardío,App Móvil,REF0000111907
111908,5359,10,2024-06-03,2024-06-03,643.22,579.76,63.46,643.22,579.76,63.46,0.0,1221.44,0,Puntual,Transferencia Interbancaria,REF0000111908
111909,5359,11,2024-07-03,2024-07-07,643.22,600.18,43.04,643.22,600.18,43.04,0.0,621.26,4,Con Gracia,Transferencia Interbancaria,REF0000111909
111910,5359,12,2024-08-02,2024-11-29,643.22,621.26,21.96,681.49,621.26,21.96,38.27,0.0,119,Muy Tardío,Cajero ATM,REF0000111910
111911,5360,1,2022-06-10,2022-09-13,380.49,192.75,187.74,398.56,192.75,187.74,18.07,6339.2,95,Muy Tardío,Agencia,REF0000111911
111912,5360,2,2022-07-10,2022-07-10,380.49,198.29,182.2,380.49,198.29,182.2,0.0,6140.91,0,Puntual,Agencia,REF0000111912
111913,5360,3,2022-08-09,2022-08-09,380.49,203.99,176.5,380.49,203.99,176.5,0.0,5936.92,0,Puntual,Web Banca,REF0000111913
111914,5360,4,2022-09-08,2022-09-08,380.49,209.85,170.64,380.49,209.85,170.64,0.0,5727.07,0,Puntual,Web Banca,REF0000111914
111915,5360,5,2022-10-08,2022-11-12,380.49,215.88,164.61,387.15,215.88,164.61,6.66,5511.19,35,Muy Tardío,Web Banca,REF0000111915
111916,5360,6,2022-11-07,2022-11-07,380.49,222.09,158.4,380.49,222.09,158.4,0.0,5289.1,0,Puntual,Agente Bancario,REF0000111916
111917,5360,7,2022-12-07,2022-12-07,380.49,228.47,152.02,380.49,228.47,152.02,0.0,5060.63,0,Puntual,Agencia,REF0000111917
111918,5360,8,2023-01-06,2023-01-06,380.49,235.04,145.45,380.49,235.04,145.45,0.0,4825.59,0,Puntual,Web Banca,REF0000111918
111919,5360,9,2023-02-05,2023-02-05,380.49,241.79,138.7,380.49,241.79,138.7,0.0,4583.8,0,Puntual,Agente Bancario,REF0000111919
111920,5360,10,2023-03-07,2023-03-07,380.49,248.74,131.75,380.49,248.74,131.75,0.0,4335.06,0,Puntual,App Móvil,REF0000111920
111921,5360,11,2023-04-06,2023-04-06,380.49,255.89,124.6,380.49,255.89,124.6,0.0,4079.17,0,Puntual,App Móvil,REF0000111921
111922,5360,12,2023-05-06,2023-09-09,380.49,263.25,117.24,404.46,263.25,117.24,23.97,3815.92,126,Muy Tardío,Cajero ATM,REF0000111922
111923,5360,13,2023-06-05,2023-06-05,380.49,270.81,109.68,380.49,270.81,109.68,0.0,3545.11,0,Puntual,,REF0000111923
111924,5360,14,2023-07-05,2023-07-05,380.49,278.6,101.89,380.49,278.6,101.89,0.0,3266.51,0,Puntual,Débito Automático,REF0000111924
111925,5360,15,2023-08-04,2023-08-04,380.49,286.61,93.88,380.49,286.61,93.88,0.0,2979.9,0,Puntual,Web Banca,REF0000111925
111926,5360,16,2023-09-03,2023-09-03,380.49,294.84,85.65,380.49,294.84,85.65,0.0,2685.06,0,Puntual,App Móvil,REF0000111926
111927,5360,17,2023-10-03,2023-10-03,380.49,303.32,77.17,380.49,303.32,77.17,0.0,2381.74,0,Puntual,App Móvil,REF0000111927
111928,5360,18,2023-11-02,2023-11-02,380.49,312.03,68.46,380.49,312.03,68.46,0.0,2069.71,0,Puntual,Agencia,REF0000111928
111929,5360,19,2023-12-02,2023-11-29,380.49,321.0,59.49,380.49,321.0,59.49,0.0,1748.71,0,Puntual,App Móvil,REF0000111929
111930,5360,20,2024-01-01,2024-01-08,380.49,330.23,50.26,380.49,330.23,50.26,0.0,1418.48,7,Con Gracia,Web Banca,REF0000111930
111931,5360,21,2024-01-31,2024-01-31,380.49,339.72,40.77,380.49,339.72,40.77,0.0,1078.76,0,Puntual,Transferencia Interbancaria,REF0000111931
111932,5360,22,2024-03-01,2024-04-20,380.49,349.48,31.01,390.0,349.48,31.01,9.51,729.28,50,Muy Tardío,Transferencia Interbancaria,REF0000111932
111933,5360,23,2024-03-31,2024-03-31,380.49,359.53,20.96,380.49,359.53,20.96,0.0,369.75,0,Puntual,App Móvil,REF0000111933
111934,5360,24,2024-04-30,2024-04-30,380.49,369.75,10.74,380.49,369.75,10.74,0.0,0.0,0,Puntual,Transferencia Interbancaria,REF0000111934
111935,5361,1,2024-06-29,2024-08-13,2186.12,661.82,1524.3,2235.31,661.82,1524.3,49.19,52158.34,45,Muy Tardío,Débito Automático,REF0000111935
111936,5361,2,2024-07-29,2024-07-29,2186.12,680.92,1505.2,2186.12,680.92,1505.2,0.0,51477.42,0,Puntual,Web Banca,REF0000111936
111937,5361,3,2024-08-28,2024-08-28,2186.12,700.57,1485.55,2186.12,700.57,1485.55,0.0,50776.85,0,puntual,Agencia ,REF0000111937
111938,5361,4,2024-09-27,2024-09-27,2186.12,720.78,1465.34,2186.12,720.78,1465.34,0.0,50056.07,0,Puntual,Transferencia Interbancaria,REF0000111938
111939,5361,5,2024-10-27,2024-11-02,2186.12,741.59,1444.53,2186.12,741.59,1444.53,0.0,49314.48,6,Con Gracia,Web Banca,REF0000111939
111940,5361,6,2024-11-26,2025-01-25,2186.12,762.99,1423.13,2251.7,762.99,1423.13,65.58,48551.49,60,Muy Tardío,Web Banca,REF0000111940
111941,5361,7,2024-12-26,2024-12-26,2186.12,785.0,1401.12,2186.12,785.0,1401.12,0.0,47766.49,0,Puntual,App Móvil,REF0000111941
111942,5362,1,2021-01-20,2021-04-20,466.46,108.7,357.76,487.45,108.7,357.76,20.99,12976.16,90,Muy Tardío,Agencia,REF0000111942
111943,5362,2,2021-02-19,2021-02-19,466.46,111.67,354.79,466.46,111.67,354.79,0.0,12864.49,0,Puntual,Agente Bancario,REF0000111943
111944,5362,3,2021-03-21,2021-03-31,466.46,114.72,351.74,466.46,114.72,351.74,0.0,12749.77,10,Tardío,Agencia,REF0000111944
111945,5362,4,2021-04-20,2021-09-04,466.46,117.86,348.6,498.41,117.86,348.6,31.95,12631.91,137,Muy Tardío,Transferencia Interbancaria,REF0000111945
111946,5362,5,2021-05-20,2021-08-05,466.46,121.08,345.38,484.42,121.08,345.38,17.96,12510.83,77,Muy Tardío,Transferencia Interbancaria,REF0000111946
111947,5362,6,2021-06-19,2021-06-19,466.46,124.39,342.07,466.46,124.39,342.07,0.0,12386.44,0,Puntual,App Móvil ,REF0000111947
111948,5362,7,2021-07-19,2021-10-20,466.46,127.79,338.67,488.15,127.79,338.67,21.69,12258.65,93,Muy Tardío,Cajero ATM,REF0000111948
111949,5362,8,2021-08-18,2021-08-18,466.46,131.29,335.17,466.46,131.29,335.17,0.0,12127.36,0,Puntual,Web Banca,REF0000111949
111950,5362,9,2021-09-17,2021-09-17,466.46,134.88,331.58,466.46,134.88,331.58,0.0,11992.48,0,Puntual,Web Banca,REF0000111950
111951,5362,10,2021-10-17,2021-10-17,466.46,138.57,327.89,466.46,138.57,327.89,0.0,11853.91,0,Puntual,Agente Bancario,REF0000111951
111952,5362,11,2021-11-16,2021-11-16,466.46,142.35,324.11,466.46,142.35,324.11,0.0,11711.56,0,Puntual,Transferencia Interbancaria,REF0000111952
111953,5362,12,2021-12-16,2021-12-16,466.46,146.25,320.21,466.46,146.25,320.21,0.0,11565.31,0,Puntual,Débito Automático,REF0000111953
111954,5362,13,2022-01-15,2022-01-15,466.46,150.25,316.21,466.46,150.25,316.21,0.0,11415.06,0,Puntual,Agencia,REF0000111954
111955,5362,14,2022-02-14,2022-06-06,466.46,154.35,312.11,492.58,154.35,312.11,26.12,11260.71,112,Muy Tardío,Cajero ATM,REF0000111955
111956,5362,15,2022-03-16,2022-03-17,466.46,158.57,307.89,466.46,158.57,307.89,0.0,11102.14,1,Con Gracia,Transferencia Interbancaria,REF0000111956
111957,5362,16,2022-04-15,2022-04-15,466.46,162.91,303.55,466.46,162.91,303.55,0.0,10939.23,0,Puntual,Transferencia Interbancaria,REF0000111957
111958,5362,17,2022-05-15,2022-05-21,466.46,167.36,299.1,466.46,167.36,299.1,0.0,10771.87,6,Con Gracia,App Móvil,REF0000111958
111959,5362,18,2022-06-14,2022-06-14,466.46,171.94,294.52,466.46,171.94,294.52,0.0,10599.93,0,Puntual,Web Banca,REF0000111959
111960,5362,19,2022-07-14,2022-07-14,466.46,176.64,289.82,466.46,176.64,289.82,0.0,10423.29,0,Puntual,App Móvil,REF0000111960
111961,5362,20,2022-08-13,2022-08-13,466.46,181.47,284.99,466.46,181.47,284.99,0.0,10241.82,0,Puntual,App Móvil,REF0000111961
111962,5362,21,2022-09-12,2022-09-12,466.46,186.43,280.03,466.46,186.43,280.03,0.0,10055.39,0,Puntual,App Móvil,REF0000111962
111963,5362,22,2022-10-12,2022-10-12,466.46,191.53,274.93,466.46,191.53,274.93,0.0,9863.86,0,Puntual,App Móvil,REF0000111963
111964,5362,23,2022-11-11,2022-11-17,466.46,196.77,269.69,466.46,196.77,269.69,0.0,9667.09,6,Con Gracia,Agencia,REF0000111964
111965,5362,24,2022-12-11,2023-03-21,466.46,202.15,264.31,489.78,202.15,264.31,23.32,9464.94,100,Muy Tardío,Cajero ATM,REF0000111965
111966,5362,25,2023-01-10,2023-02-20,466.46,207.67,258.79,476.02,207.67,258.79,9.56,9257.27,41,Muy Tardío,Cajero ATM,REF0000111966
111967,5362,26,2023-02-09,2023-02-09,466.46,213.35,253.11,466.46,213.35,253.11,0.0,9043.92,0,Puntual,,REF0000111967
111968,5362,27,2023-03-11,2023-03-11,466.46,219.18,247.28,466.46,219.18,247.28,0.0,8824.74,0,Puntual,Agente Bancario,REF0000111968
111969,5362,28,2023-04-10,2023-04-10,466.46,225.18,241.28,466.46,225.18,241.28,0.0,8599.56,0,Puntual,Agencia,REF0000111969
111970,5362,29,2023-05-10,2023-07-13,466.46,231.33,235.13,481.39,231.33,235.13,14.93,8368.23,64,Muy Tardío,Agente Bancario,REF0000111970
111971,5362,30,2023-06-09,2023-06-09,466.46,237.66,228.8,466.46,237.66,228.8,0.0,8130.57,0,Puntual,Cajero ATM,REF0000111971
111972,5362,31,2023-07-09,2023-07-09,466.46,244.16,222.3,466.46,244.16,222.3,0.0,7886.41,0,Puntual,App Móvil,REF0000111972
111973,5362,32,2023-08-08,2023-08-08,466.46,250.83,215.63,466.46,250.83,215.63,0.0,7635.58,0,Puntual,Transferencia Interbancaria,REF0000111973
111974,5362,33,2023-09-07,2024-01-23,466.46,257.69,208.77,498.65,257.69,208.77,32.19,7377.89,138,Muy Tardío,Agente Bancario,REF0000111974
111975,5362,34,2023-10-07,2023-10-07,466.46,264.74,201.72,466.46,264.74,201.72,0.0,7113.15,0,Puntual,Web Banca,REF0000111975
111976,5362,35,2023-11-06,2023-11-06,466.46,271.97,194.49,466.46,271.97,194.49,0.0,6841.18,0,Puntual,Web Banca,REF0000111976
111977,5362,36,2023-12-06,2023-12-13,466.46,279.41,187.05,466.46,279.41,187.05,0.0,6561.77,7,Con Gracia,Cajero ATM,REF0000111977
111978,5362,37,2024-01-05,2024-03-30,466.46,287.05,179.41,-486.28,287.05,179.41,19.82,6274.72,85,Muy Tardío,Transferencia Interbancaria,REF0000111978
111979,5362,38,2024-02-04,2024-02-04,466.46,294.9,171.56,466.46,294.9,171.56,0.0,5979.82,0,Puntual,Transferencia Interbancaria,REF0000111979
111980,5362,39,2024-03-05,2024-07-16,466.46,302.96,163.5,497.48,302.96,163.5,31.02,5676.86,133,Muy Tardío,Cajero ATM,REF0000111980
111981,5362,40,2024-04-04,2024-06-30,466.46,311.25,155.21,486.75,311.25,155.21,20.29,5365.61,87,Muy Tardío,Cajero ATM,REF0000111981
111982,5362,41,2024-05-04,2024-05-04,466.46,319.76,146.7,466.46,319.76,146.7,0.0,5045.85,0,puntual,Transferencia Interbancaria,REF0000111982
111983,5362,42,2024-06-03,2024-08-24,466.46,328.5,137.96,485.58,328.5,137.96,19.12,4717.35,82,Muy Tardío,Cajero ATM,REF0000111983
111984,5362,43,2024-07-03,2024-07-08,466.46,337.48,128.98,466.46,337.48,128.98,0.0,4379.87,5,Con Gracia,Débito Automático,REF0000111984
111985,5362,44,2024-08-02,2024-08-02,466.46,346.71,119.75,466.46,346.71,119.75,0.0,4033.16,0,Puntual,Débito Automático,REF0000111985
111986,5362,45,2024-09-01,2024-09-01,466.46,356.19,110.27,466.46,356.19,110.27,0.0,3676.97,0,Puntual,App Móvil,REF0000111986
111987,5362,46,2024-10-01,2024-10-09,466.46,365.93,100.53,466.46,365.93,100.53,0.0,3311.04,8,Con Gracia,Agencia,REF0000111987
111988,5362,47,2024-10-31,2025-02-18,466.46,375.93,90.53,492.12,375.93,90.53,25.66,2935.11,110,Muy Tardío,App Móvil,REF0000111988
111989,5362,48,2024-11-30,2024-11-30,466.46,386.21,80.25,466.46,386.21,80.25,0.0,2548.9,0,Puntual,Agencia,REF0000111989
111990,5362,49,2024-12-30,2025-02-07,466.46,396.77,69.69,475.56,396.77,69.69,9.1,2152.13,39,Muy Tardío,App Móvil,REF0000111990
111991,5363,1,2022-08-13,2022-12-19,231.68,189.77,41.91,246.51,189.77,41.91,14.83,1679.61,128,Muy Tardío,Agente Bancario,REF0000111991
111992,5363,2,2022-09-12,2023-01-12,231.68,194.03,37.65,245.81,194.03,37.65,14.13,1485.58,122,Muy Tardío,Transferencia Interbancaria,REF0000111992
111993,5363,3,2022-10-12,2022-10-12,231.68,198.38,33.3,231.68,198.38,33.3,0.0,1287.2,0,Puntual,Agente Bancario,REF0000111993
111994,5363,4,2022-11-11,2022-11-11,231.68,202.83,28.85,231.68,202.83,28.85,0.0,1084.37,0,Puntual,Cajero ATM,REF0000111994
111995,5363,5,2022-12-11,2022-12-11,231.68,207.37,24.31,231.68,207.37,24.31,0.0,877.0,0,Puntual,Agencia,REF0000111995
111996,5363,6,2023-01-10,2023-01-10,231.68,212.02,19.66,231.68,212.02,19.66,0.0,664.98,0,Puntual,Transferencia Interbancaria,REF0000111996
111997,5363,7,2023-02-09,2023-02-09,231.68,216.77,14.91,231.68,216.77,14.91,0.0,448.21,0,Puntual,App Móvil,REF0000111997
111998,5363,8,2023-03-11,2023-05-22,231.68,221.63,10.05,240.02,221.63,10.05,8.34,226.58,72,Muy Tardío,App Móvil,REF0000111998
111999,5363,9,2023-04-10,2023-04-10,231.68,226.58,5.1,231.68,226.58,5.1,0.0,0.0,0,Puntual,Agencia,REF0000111999
112000,5364,1,2024-10-23,2024-10-23,417.82,278.03,139.79,417.82,278.03,139.79,0.0,8918.51,0,Puntual,App Móvil,REF0000112000
112001,5364,2,2024-11-22,2024-11-22,417.82,282.26,135.56,417.82,282.26,135.56,0.0,8636.25,0,Puntual,Agencia,REF0000112001
112002,5364,3,2024-12-22,2024-12-22,417.82,286.55,131.27,417.82,286.55,131.27,0.0,8349.7,0,Puntual,Web Banca,REF0000112002
112003,5365,1,2020-11-21,2020-11-21,396.06,164.56,231.5,396.06,164.56,231.5,0.0,7627.83,0,Puntual,Transferencia Interbancaria,REF0000112003
112004,5365,2,2020-12-21,2020-12-21,396.06,169.45,226.61,396.06,169.45,226.61,0.0,7458.38,0,Puntual,App Móvil,REF0000112004
112005,5365,3,2021-01-20,2021-01-20,396.06,174.48,221.58,396.06,174.48,221.58,0.0,7283.9,0,Puntual,App Móvil,REF0000112005
112006,5365,4,2021-02-19,2021-02-19,396.06,179.67,216.39,396.06,179.67,216.39,0.0,7104.23,0,Puntual,Agencia,REF0000112006
112007,5365,5,2021-03-21,2021-03-21,396.06,185.01,211.05,396.06,185.01,211.05,0.0,6919.22,0,Puntual,Transferencia Interbancaria,REF0000112007
112008,5365,6,2021-04-20,2021-05-19,396.06,190.5,205.56,396.06,190.5,205.56,0.0,6728.72,29,Tardío,App Móvil,REF0000112008
112009,5365,7,2021-05-20,2021-05-20,396.06,196.16,199.9,396.06,196.16,199.9,0.0,6532.56,0,Puntual,Agente Bancario,REF0000112009
112010,5365,8,2021-06-19,2021-10-18,396.06,201.99,194.07,420.02,201.99,194.07,23.96,6330.57,121,Muy Tardío,Agente Bancario,REF0000112010
112011,5365,9,2021-07-19,2021-07-19,396.06,207.99,188.07,396.06,207.99,188.07,0.0,6122.58,0,Puntual,Transferencia Interbancaria,REF0000112011
112012,5365,10,2021-08-18,2021-08-18,396.06,214.17,181.89,396.06,214.17,181.89,0.0,5908.41,0,Puntual,AGENCIA,REF0000112012
112013,5365,11,2021-09-17,2021-09-17,396.06,220.53,175.53,396.06,220.53,175.53,0.0,5687.88,0,Puntual,Agencia,REF0000112013
112014,5365,12,2021-10-17,2021-10-17,396.06,227.08,168.98,396.06,227.08,168.98,0.0,5460.8,0,Puntual,Agencia,REF0000112014
112015,5365,13,2021-11-16,2022-03-30,396.06,233.83,162.23,422.6,233.83,162.23,26.54,5226.97,134,Muy Tardío,Agente Bancario,REF0000112015
112016,5365,14,2021-12-16,2021-12-16,396.06,240.78,155.28,396.06,240.78,155.28,0.0,4986.19,0,Puntual,App Móvil,REF0000112016
112017,5365,15,2022-01-15,2022-01-15,396.06,247.93,148.13,396.06,247.93,148.13,0.0,4738.26,0,Puntual,Débito Automático,REF0000112017
112018,5365,16,2022-02-14,2022-02-14,396.06,255.29,140.77,396.06,255.29,140.77,0.0,4482.97,0,Puntual,App Móvil,REF0000112018
112019,5365,17,2022-03-16,2022-03-29,396.06,262.88,133.18,396.06,262.88,133.18,0.0,4220.09,13,Tardío,Agencia,REF0000112019
112020,5365,18,2022-04-15,2022-05-03,396.06,270.69,125.37,396.06,270.69,125.37,0.0,3949.4,18,Tardío,Web Banca,REF0000112020
112021,5365,19,2022-05-15,2022-05-15,396.06,278.73,117.33,396.06,278.73,117.33,0.0,3670.67,0,Puntual,App Móvil,REF0000112021
112022,5365,20,2022-06-14,2022-06-14,396.06,287.01,109.05,396.06,287.01,109.05,0.0,3383.66,0,Puntual,App Móvil,REF0000112022
112023,5365,21,2022-07-14,2022-07-14,396.06,295.54,100.52,396.06,295.54,100.52,0.0,3088.12,0,Puntual,Agente Bancario,REF0000112023
112024,5365,22,2022-08-13,2022-08-13,396.06,304.32,91.74,396.06,304.32,91.74,0.0,2783.8,0,Puntual,Agente Bancario,REF0000112024
112025,5365,23,2022-09-12,2022-09-12,396.06,313.36,82.7,396.06,313.36,82.7,0.0,2470.44,0,Puntual,Agencia,REF0000112025
112026,5365,24,2022-10-12,2022-10-12,396.06,322.67,73.39,396.06,322.67,73.39,0.0,2147.77,0,Puntual,Transferencia Interbancaria,REF0000112026
112027,5365,25,2022-11-11,2022-11-11,396.06,332.25,63.81,396.06,332.25,63.81,0.0,1815.52,0,Puntual,Agencia,REF0000112027
112028,5365,26,2022-12-11,2022-12-18,396.06,342.12,53.94,396.06,342.12,53.94,0.0,1473.4,7,Con Gracia,App Móvil,REF0000112028
112029,5365,27,2023-01-10,2023-06-02,396.06,352.29,43.77,424.38,352.29,43.77,28.32,1121.11,143,Muy Tardío,Agencia,REF0000112029
112030,5365,28,2023-02-09,2023-02-14,396.06,362.75,33.31,396.06,362.75,33.31,0.0,758.36,5,Con Gracia,App Móvil ,REF0000112030
112031,5365,29,2023-03-11,2023-03-11,396.06,373.53,22.53,396.06,373.53,22.53,0.0,384.83,0,Puntual,App Móvil,REF0000112031
112032,5365,30,2023-04-10,2023-04-10,396.06,384.83,11.23,396.06,384.83,11.23,0.0,0.0,0,Puntual,App Móvil,REF0000112032
112033,5366,1,2020-10-19,2020-10-19,201.55,156.19,45.36,-201.55,156.19,45.36,0.0,1956.05,0,Puntual,Agente Bancario,REF0000112033
112034,5366,2,2020-11-18,2020-11-18,201.55,159.54,42.01,201.55,159.54,42.01,0.0,1796.51,0,Puntual,App Móvil,REF0000112034
112035,5366,3,2020-12-18,2020-12-18,201.55,162.97,38.58,201.55,162.97,38.58,0.0,1633.54,0,Puntual,Web Banca,REF0000112035
112036,5366,4,2021-01-17,2021-01-17,201.55,166.47,35.08,201.55,166.47,35.08,0.0,1467.07,0,Puntual,App Móvil,REF0000112036
112037,5366,5,2021-02-16,2021-02-16,201.55,170.04,31.51,201.55,170.04,31.51,0.0,1297.03,0,Puntual,Agente Bancario,REF0000112037
112038,5366,6,2021-03-18,2021-03-23,201.55,173.7,27.85,201.55,173.7,27.85,0.0,1123.33,5,Con Gracia,App Móvil,REF0000112038
112039,5366,7,2021-04-17,2021-05-27,201.55,177.43,24.12,205.58,177.43,24.12,4.03,945.9,40,Muy Tardío,Agencia,REF0000112039
112040,5366,8,2021-05-17,2021-05-17,201.55,181.24,20.31,201.55,181.24,20.31,0.0,764.66,0,Puntual,Agencia,REF0000112040
112041,5366,9,2021-06-16,2021-06-16,201.55,185.13,16.42,201.55,185.13,16.42,0.0,579.53,0,Puntual,App Móvil,REF0000112041
112042,5366,10,2021-07-16,2021-07-16,201.55,189.1,12.45,201.55,189.1,12.45,0.0,390.43,0,Puntual,Agente Bancario,REF0000112042
112043,5366,11,2021-08-15,2021-08-15,201.55,193.17,8.38,201.55,193.17,8.38,0.0,197.26,0,Puntual,Agente Bancario,REF0000112043
112044,5366,12,2021-09-14,2021-11-30,201.55,197.26,4.29,209.31,197.26,4.29,7.76,0.0,77,Muy Tardío,Transferencia Interbancaria,REF0000112044
112045,5367,1,2023-07-20,2023-07-20,698.02,287.57,410.45,698.02,287.57,410.45,0.0,13393.97,0,Puntual,Web Banca,REF0000112045
112046,5367,2,2023-08-19,2023-08-19,698.02,296.2,401.82,698.02,296.2,401.82,0.0,13097.77,0,Puntual,App Móvil,REF0000112046
112047,5367,3,2023-09-18,2023-09-18,698.02,305.09,392.93,698.02,305.09,392.93,0.0,12792.68,0,Puntual,debito automatico,REF0000112047
112048,5367,4,2023-10-18,2023-10-18,698.02,314.24,383.78,698.02,314.24,383.78,0.0,12478.44,0,Puntual,App Móvil,REF0000112048
112049,5367,5,2023-11-17,2023-11-17,-698.02,323.67,374.35,698.02,323.67,374.35,0.0,12154.77,0,Puntual,Web Banca,REF0000112049
112050,5367,6,2023-12-17,2023-12-17,698.02,333.38,364.64,698.02,333.38,364.64,0.0,11821.39,0,Puntual,Transferencia Interbancaria,REF0000112050
112051,5367,7,2024-01-16,2024-01-16,698.02,343.38,354.64,698.02,343.38,354.64,0.0,11478.01,0,Puntual,App Móvil,REF0000112051
112052,5367,8,2024-02-15,2024-02-15,698.02,353.68,344.34,698.02,353.68,344.34,0.0,11124.33,0,Puntual,Agencia,REF0000112052
